text,sentiment,rating,aspects,cmi,structure
ekdom dekhlam khub chhilo chhilo dekhlam,neutral,3,"app:negative, price:positive",0.5892240431149309,simple
ekdom holo chhilo use kharap mone kore kharap use,neutral,3,"experience:neutral, quality:neutral, delivery:positive",0.5887976860074802,temporal
quality ta bad experience ta average product ta khub kharap,negative,2,"quality:negative, experience:neutral, product:negative",0.3899300703683742,contrast
use chhilo chhilo bhalo ekdom khub mone,negative,2,"product:negative, service:negative",0.49951609808004405,simple
mone kore kore ekdom kharap motamoti bhalo,positive,4,"quality:neutral, delivery:positive",0.5393175080038031,contrast
motamoti kore dekhlam onek onek mone,positive,4,"service:neutral, price:positive",0.5284033705946423,simple
quality ta boring experience ta joss service ta khub bhalo,neutral,3,"quality:negative, experience:positive, service:positive",0.3641671786471695,opinion
bhalo dekhlam bhalo use bhalo ekdom bhalo ekdom kharap ekdom,positive,4,"delivery:negative, app:positive, quality:positive",0.5558514664849399,simple
price ta joss app ta average product ta bad,neutral,3,"price:positive, app:neutral, product:negative",0.37266952886533694,temporal
mone dekhlam mone holo motamoti motamoti bhalo ekdom mone,positive,5,"price:positive, app:positive, quality:positive",0.4708598588421789,opinion
bhalo bhalo chhilo chhilo holo ekdom chhilo kharap use kore,positive,4,"price:positive, delivery:neutral, quality:neutral",0.6346138538876342,simple
quality ta excellent experience ta boring service ta average,neutral,3,"quality:positive, experience:negative, service:neutral",0.3503331906178925,contrast
ekdom mone mone kharap onek mone chhilo,positive,4,"product:positive, app:neutral",0.39991151757902915,opinion
kore kore use motamoti dekhlam kharap,negative,2,"app:negative, service:neutral",0.6859014199475013,opinion
ekdom onek ekdom bhalo kore use,negative,2,"service:neutral, delivery:negative",0.4872016588506736,opinion
dekhlam chhilo ekdom use use holo use,positive,4,"app:neutral, quality:positive",0.6500941910508358,opinion
mone kharap chhilo bhalo mone mone use,negative,1,"price:negative, delivery:negative",0.6866918407798727,contrast
onek dekhlam mone onek holo mone mone motamoti mone ekdom mone,negative,2,"experience:negative, service:neutral, delivery:negative",0.38085964698994274,simple
kore chhilo onek ekdom dekhlam kore,neutral,3,"service:positive, app:negative",0.5141439655825042,temporal
kharap ekdom kharap chhilo khub use khub ekdom bhalo onek onek,neutral,3,"product:neutral, price:positive, app:negative",0.5455401839722058,simple
khub onek holo motamoti mone ekdom khub kore holo dekhlam,negative,2,"app:negative, product:neutral, price:negative",0.6714425881459951,contrast
app ta khub bhalo experience ta darun delivery ta darun,positive,5,"app:positive, experience:positive, delivery:positive",0.3826947765682498,simple
kore dekhlam dekhlam holo onek ekdom onek,positive,4,"quality:negative, product:positive",0.6937607859881453,temporal
delivery ta khub bhalo experience ta darun quality ta average,positive,4,"delivery:positive, experience:positive, quality:neutral",0.34456265040828304,simple
khub kore chhilo use kore holo onek kore use,positive,4,"product:positive, delivery:neutral, app:neutral",0.5651507047820555,opinion
app ta bad product ta bad quality ta joss,neutral,3,"app:negative, product:negative, quality:positive",0.38953593416335397,temporal
quality ta excellent service ta average,positive,4,"quality:positive, service:neutral",0.31702195543030515,opinion
kharap chhilo khub dekhlam motamoti holo,negative,2,"quality:negative, product:neutral",0.4842326156301775,contrast
khub chhilo kore use mone mone bhalo mone bhalo,positive,4,"app:positive, experience:positive, price:neutral",0.6050481078960075,contrast
price ta bad service ta darun,neutral,3,"price:negative, service:positive",0.416939785216475,simple
bhalo khub dekhlam khub dekhlam mone use bhalo kharap,positive,4,"price:negative, quality:positive, delivery:positive",0.4958436200576053,opinion
experience ta khub kharap app ta khub kharap delivery ta khub kharap,negative,1,"experience:negative, app:negative, delivery:negative",0.33668155288176055,simple
kharap bhalo khub bhalo chhilo mone dekhlam,neutral,3,"quality:positive, app:negative",0.42816198058561006,simple
motamoti ekdom chhilo motamoti holo chhilo khub onek kore kharap,neutral,3,"delivery:positive, app:negative, quality:negative",0.48031478034887465,temporal
ekdom onek motamoti holo holo dekhlam khub onek onek motamoti,negative,1,"app:negative, price:negative, quality:negative",0.447827016011857,contrast
motamoti motamoti khub kore kore ekdom khub khub kore dekhlam,positive,4,"delivery:positive, experience:positive, quality:negative",0.6033846268477648,contrast
delivery ta darun experience ta bad product ta okay,neutral,3,"delivery:positive, experience:negative, product:neutral",0.30770229253246467,temporal
bhalo use bhalo khub khub use khub khub onek khub onek,neutral,3,"delivery:negative, app:positive, quality:positive",0.4397526136095053,opinion
mone chhilo chhilo ekdom kharap mone kore mone dekhlam ekdom,positive,4,"app:positive, price:positive, product:negative",0.41199147229637806,contrast
khub ekdom bhalo chhilo kharap bhalo dekhlam onek motamoti,neutral,3,"app:neutral, experience:neutral, service:neutral",0.5702842788167852,opinion
ekdom kore dekhlam khub onek use bhalo dekhlam ekdom chhilo kharap,neutral,3,"experience:negative, product:positive, price:neutral",0.37428564675944026,opinion
kharap use holo bhalo ekdom khub motamoti motamoti kharap,positive,4,"experience:neutral, product:neutral, delivery:positive",0.4944989807875235,temporal
motamoti dekhlam kharap chhilo use ekdom holo,positive,4,"app:neutral, experience:positive",0.5098252495107387,contrast
onek onek use ekdom motamoti mone,neutral,3,"price:neutral, experience:neutral",0.46692657490472184,temporal
price ta average product ta okay,neutral,3,"price:neutral, product:neutral",0.41140885431739727,opinion
holo motamoti onek khub holo kore,neutral,3,"experience:positive, price:negative",0.5850484148942706,opinion
dekhlam use onek chhilo bhalo bhalo,positive,4,"quality:neutral, experience:positive",0.44453397321738125,contrast
onek mone onek chhilo kharap kharap motamoti use kore ekdom,neutral,3,"product:negative, experience:positive, quality:positive",0.4740773128856347,contrast
onek ekdom khub ekdom ekdom khub holo,negative,2,"quality:positive, service:negative",0.5461799821117901,contrast
holo onek mone khub mone chhilo,neutral,3,"delivery:positive, quality:negative",0.48496208562191995,contrast
chhilo holo mone use chhilo mone use,negative,2,"product:negative, quality:negative",0.5596285277419106,temporal
dekhlam holo khub use onek onek bhalo kharap ekdom motamoti,negative,2,"service:negative, delivery:neutral, price:negative",0.6994578122142835,contrast
dekhlam kore kharap khub khub chhilo,positive,4,"quality:positive, product:negative",0.5266291479206476,contrast
product ta okay service ta boring,negative,2,"product:neutral, service:negative",0.3161719327128576,temporal
motamoti mone bhalo khub khub onek holo kharap chhilo chhilo,positive,4,"delivery:positive, experience:positive, price:neutral",0.5373480626685274,opinion
kore use onek holo onek khub ekdom motamoti khub,neutral,3,"quality:negative, product:negative, service:positive",0.4663204136288652,contrast
bhalo mone kharap holo motamoti ekdom onek dekhlam khub,neutral,3,"product:neutral, quality:neutral, delivery:positive",0.4986542403366219,simple
product ta motamoti experience ta okay,neutral,3,"product:neutral, experience:neutral",0.3119156430369042,opinion
khub khub onek mone kharap dekhlam bhalo kharap ekdom,negative,2,"delivery:positive, price:negative, quality:negative",0.6904549062044091,simple
kharap holo use holo use onek onek motamoti use bhalo,positive,4,"delivery:neutral, experience:positive, service:positive",0.4245954091592645,opinion
chhilo motamoti chhilo kharap khub motamoti kore chhilo holo motamoti ekdom ekdom,neutral,3,"app:positive, price:negative, quality:negative",0.6257784922147409,contrast
motamoti mone khub mone mone chhilo motamoti,negative,2,"service:neutral, app:negative",0.6448009629794771,temporal
chhilo motamoti use kharap khub bhalo dekhlam dekhlam motamoti mone kore,neutral,3,"product:positive, quality:negative, price:neutral",0.4868331504236455,temporal
product ta joss app ta darun delivery ta darun,positive,5,"product:positive, app:positive, delivery:positive",0.3434097679997304,contrast
dekhlam kharap khub ekdom kharap ekdom,positive,4,"delivery:neutral, product:positive",0.5854788050659354,contrast
kore mone khub kore dekhlam use khub,neutral,3,"product:negative, delivery:positive",0.5100303487109138,contrast
service ta boring quality ta average delivery ta darun,neutral,3,"service:negative, quality:neutral, delivery:positive",0.41487352100354186,simple
product ta boring service ta average,negative,2,"product:negative, service:neutral",0.31615326555712125,opinion
kore bhalo kharap dekhlam holo use kore onek dekhlam kharap,positive,4,"delivery:positive, experience:positive, price:negative",0.44458669639795784,temporal
bhalo bhalo bhalo dekhlam use chhilo ekdom chhilo dekhlam bhalo,positive,4,"service:positive, product:neutral, delivery:positive",0.6843094610521043,simple
dekhlam holo khub use kore motamoti,positive,5,"product:positive, price:positive",0.5576112935633069,opinion
price ta khub bhalo service ta khub kharap product ta boring,neutral,3,"price:positive, service:negative, product:negative",0.34354245525368843,temporal
product ta bad quality ta darun,positive,4,"product:negative, quality:positive",0.3778823708611747,contrast
mone mone khub holo ekdom ekdom kharap,neutral,3,"price:negative, experience:positive",0.4340765069058379,opinion
holo use use holo kore onek ekdom,negative,2,"quality:neutral, app:negative",0.416160329430292,opinion
price ta excellent service ta boring,neutral,3,"price:positive, service:negative",0.35877274075255927,simple
bhalo motamoti khub ekdom chhilo holo bhalo kore kore,neutral,3,"delivery:negative, price:positive, service:positive",0.6122112457194693,contrast
use bhalo dekhlam mone khub chhilo,positive,4,"experience:neutral, price:positive",0.6108874448151798,opinion
experience ta khub kharap app ta bad,negative,2,"experience:negative, app:negative",0.32011966922872176,temporal
ekdom bhalo chhilo khub motamoti kharap,neutral,3,"app:neutral, service:neutral",0.4562951867649325,simple
kharap kharap bhalo khub kharap kore,positive,4,"price:positive, product:positive",0.6300669476786089,simple
kharap mone use holo chhilo use khub ekdom use ekdom,positive,4,"experience:positive, price:neutral, app:positive",0.6137578181363001,temporal
quality ta boring price ta khub kharap,negative,2,"quality:negative, price:negative",0.35074963239483997,simple
kore ekdom khub holo kore kharap kore kore motamoti,negative,2,"experience:negative, delivery:negative, price:negative",0.5029444932015705,temporal
mone dekhlam chhilo kharap mone holo,positive,4,"app:positive, service:neutral",0.5742449654836519,contrast
quality ta darun price ta boring,positive,4,"quality:positive, price:negative",0.34088828928337583,simple
use ekdom chhilo ekdom khub use dekhlam kharap chhilo,neutral,3,"service:negative, experience:neutral, delivery:positive",0.6092012962105962,simple
kore bhalo onek onek onek ekdom ekdom use holo,neutral,3,"service:negative, product:neutral, app:neutral",0.4664332421373401,opinion
ekdom kharap dekhlam chhilo bhalo kore chhilo kharap bhalo chhilo,neutral,3,"product:neutral, quality:negative, experience:positive",0.44651764287341605,contrast
quality ta khub kharap app ta excellent,negative,2,"quality:negative, app:positive",0.3690175448512782,contrast
product ta okay delivery ta bad quality ta boring,negative,2,"product:neutral, delivery:negative, quality:negative",0.3945818897983627,contrast
chhilo ekdom ekdom ekdom use chhilo mone kore motamoti,negative,2,"app:negative, service:neutral, product:neutral",0.49564129032130855,temporal
kharap dekhlam mone kore dekhlam ekdom chhilo motamoti motamoti use,positive,4,"product:neutral, experience:positive, price:neutral",0.5581627371371086,contrast
dekhlam use chhilo khub bhalo motamoti,positive,4,"service:positive, price:neutral",0.5641348873938252,opinion
khub motamoti dekhlam dekhlam onek khub,positive,4,"product:positive, service:negative",0.45494749935551027,contrast
dekhlam kore mone chhilo bhalo kharap,negative,2,"delivery:negative, experience:neutral",0.4474264395928058,simple
